Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,76,Brazil,5412,Yield,1701,"Beans, dry",2023,kg/ha,1176,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,112,Maize (corn),2019,ha,17515920,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,112,Maize (corn),2019,kg/ha,5773.4,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,112,Maize (corn),2020,ha,18258981,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,112,Maize (corn),2020,kg/ha,5695.3,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,112,Maize (corn),2021,ha,18984300,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,112,Maize (corn),2021,kg/ha,4649.7,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,112,Maize (corn),2022,ha,21066201,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,112,Maize (corn),2022,kg/ha,5209.2,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,112,Maize (corn),2023,ha,22316340,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,112,Maize (corn),2023,kg/ha,5912.7,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,113,Rice,2019,ha,1710063,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,113,Rice,2019,kg/ha,6063.3,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,113,Rice,2020,ha,1677705,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,113,Rice,2020,kg/ha,6610.8,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,113,Rice,2021,ha,1689190,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,113,Rice,2021,kg/ha,6903.1,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,113,Rice,2022,ha,1623420,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,113,Rice,2022,kg/ha,6638,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,113,Rice,2023,ha,1482748,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,113,Rice,2023,kg/ha,6936.9,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,1802,Sugar cane,2019,ha,10092430,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,1802,Sugar cane,2019,kg/ha,74657,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,1802,Sugar cane,2020,ha,9996134,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,1802,Sugar cane,2020,kg/ha,75636.3,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,1802,Sugar cane,2021,ha,9971370,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,1802,Sugar cane,2021,kg/ha,71773.4,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,1802,Sugar cane,2022,ha,9886621,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,1802,Sugar cane,2022,kg/ha,73437.9,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,1802,Sugar cane,2023,ha,10065599,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,1802,Sugar cane,2023,kg/ha,77748.6,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,111,Wheat,2019,ha,2103578,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,111,Wheat,2019,kg/ha,2657.8,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,111,Wheat,2020,ha,2432603,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,111,Wheat,2020,kg/ha,2607.9,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,111,Wheat,2021,ha,2752664,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,111,Wheat,2021,kg/ha,2862.1,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,111,Wheat,2022,ha,3167112,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,111,Wheat,2022,kg/ha,3265.8,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5312,Area harvested,111,Wheat,2023,ha,3330303,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5412,Yield,111,Wheat,2023,kg/ha,2321.2,A,Official figure,
QCL,Crops and livestock products,96,Brunei Darussalam,5312,Area harvested,113,Rice,2019,ha,1100,A,Official figure,
QCL,Crops and livestock products,96,Brunei Darussalam,5412,Yield,113,Rice,2019,kg/ha,2090.9,A,Official figure,
QCL,Crops and livestock products,96,Brunei Darussalam,5312,Area harvested,113,Rice,2020,ha,1300,A,Official figure,
QCL,Crops and livestock products,96,Brunei Darussalam,5412,Yield,113,Rice,2020,kg/ha,3000,A,Official figure,
QCL,Crops and livestock products,96,Brunei Darussalam,5312,Area harvested,113,Rice,2021,ha,1500,A,Official figure,
QCL,Crops and livestock products,96,Brunei Darussalam,5412,Yield,113,Rice,2021,kg/ha,2733.3,A,Official figure,
QCL,Crops and livestock products,96,Brunei Darussalam,5312,Area harvested,113,Rice,2022,ha,1500,A,Official figure,
QCL,Crops and livestock products,96,Brunei Darussalam,5412,Yield,113,Rice,2022,kg/ha,2400,A,Official figure,
QCL,Crops and livestock products,96,Brunei Darussalam,5312,Area harvested,113,Rice,2023,ha,1500,A,Official figure,
QCL,Crops and livestock products,96,Brunei Darussalam,5412,Yield,113,Rice,2023,kg/ha,2466.7,A,Official figure,
QCL,Crops and livestock products,96,Brunei Darussalam,5312,Area harvested,1802,Sugar cane,2019,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,96,Brunei Darussalam,5312,Area harvested,1802,Sugar cane,2020,ha,7,E,Estimated value,
QCL,Crops and livestock products,96,Brunei Darussalam,5412,Yield,1802,Sugar cane,2020,kg/ha,14542.9,E,Estimated value,
QCL,Crops and livestock products,96,Brunei Darussalam,5312,Area harvested,1802,Sugar cane,2021,ha,5,E,Estimated value,
QCL,Crops and livestock products,96,Brunei Darussalam,5412,Yield,1802,Sugar cane,2021,kg/ha,15256,E,Estimated value,
QCL,Crops and livestock products,96,Brunei Darussalam,5312,Area harvested,1802,Sugar cane,2022,ha,5,E,Estimated value,
QCL,Crops and livestock products,96,Brunei Darussalam,5412,Yield,1802,Sugar cane,2022,kg/ha,16236,E,Estimated value,
QCL,Crops and livestock products,96,Brunei Darussalam,5312,Area harvested,1802,Sugar cane,2023,ha,4,E,Estimated value,
QCL,Crops and livestock products,96,Brunei Darussalam,5412,Yield,1802,Sugar cane,2023,kg/ha,15978.3,E,Estimated value,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,115,Barley,2019,ha,112030,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,115,Barley,2019,kg/ha,5026.8,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,115,Barley,2020,ha,130760,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,115,Barley,2020,kg/ha,4331,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,115,Barley,2021,ha,126310,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,115,Barley,2021,kg/ha,5574.1,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,115,Barley,2022,ha,122410,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,115,Barley,2022,kg/ha,5102.5,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,115,Barley,2023,ha,149980,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,115,Barley,2023,kg/ha,5315.5,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,112,Maize (corn),2019,ha,560910,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,112,Maize (corn),2019,kg/ha,7237.9,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,112,Maize (corn),2020,ha,581530,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,112,Maize (corn),2020,kg/ha,5183,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,112,Maize (corn),2021,ha,573020,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,112,Maize (corn),2021,kg/ha,5981.1,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,112,Maize (corn),2022,ha,520460,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,112,Maize (corn),2022,kg/ha,4907.9,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,112,Maize (corn),2023,ha,534640,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,112,Maize (corn),2023,kg/ha,4580.2,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,113,Rice,2019,ha,11820,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,113,Rice,2019,kg/ha,6000,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,113,Rice,2020,ha,12350,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,113,Rice,2020,kg/ha,5328.7,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,113,Rice,2021,ha,12050,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,113,Rice,2021,kg/ha,4823.2,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,113,Rice,2022,ha,10580,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,113,Rice,2022,kg/ha,6079.4,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,113,Rice,2023,ha,11200,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,113,Rice,2023,kg/ha,5728.6,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,111,Wheat,2019,ha,1198680,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,111,Wheat,2019,kg/ha,5272.2,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,111,Wheat,2020,ha,1200180,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,111,Wheat,2020,kg/ha,4039.3,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,111,Wheat,2021,ha,1206190,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,111,Wheat,2021,kg/ha,6087.8,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,111,Wheat,2022,ha,1206580,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,111,Wheat,2022,kg/ha,5343.8,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5312,Area harvested,111,Wheat,2023,ha,1220910,A,Official figure,
QCL,Crops and livestock products,100,Bulgaria,5412,Yield,111,Wheat,2023,kg/ha,5614.5,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,112,Maize (corn),2019,ha,1014907,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,112,Maize (corn),2019,kg/ha,1685.8,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,112,Maize (corn),2020,ha,1089389,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,112,Maize (corn),2020,kg/ha,1762.5,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,112,Maize (corn),2021,ha,1218764,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,112,Maize (corn),2021,kg/ha,1520.8,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,112,Maize (corn),2022,ha,1090429,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,112,Maize (corn),2022,kg/ha,1660.2,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,112,Maize (corn),2023,ha,1219167,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,112,Maize (corn),2023,kg/ha,1636.7,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,113,Rice,2019,ha,177256,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,113,Rice,2019,kg/ha,2124.2,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,113,Rice,2020,ha,201734,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,113,Rice,2020,kg/ha,2237.7,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,113,Rice,2021,ha,221052,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,113,Rice,2021,kg/ha,2040.3,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,113,Rice,2022,ha,198473,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,113,Rice,2022,kg/ha,2211.8,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,113,Rice,2023,ha,212294,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,113,Rice,2023,kg/ha,2375.3,A,Official figure,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,1802,Sugar cane,2019,ha,4927,I,Imputed value,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,1802,Sugar cane,2019,kg/ha,101893,E,Estimated value,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,1802,Sugar cane,2020,ha,4951,I,Imputed value,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,1802,Sugar cane,2020,kg/ha,101894.9,E,Estimated value,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,1802,Sugar cane,2021,ha,4943,I,Imputed value,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,1802,Sugar cane,2021,kg/ha,101932.3,E,Estimated value,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,1802,Sugar cane,2022,ha,4958,I,Imputed value,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,1802,Sugar cane,2022,kg/ha,101999.9,E,Estimated value,
QCL,Crops and livestock products,854,Burkina Faso,5312,Area harvested,1802,Sugar cane,2023,ha,4973,I,Imputed value,
QCL,Crops and livestock products,854,Burkina Faso,5412,Yield,1802,Sugar cane,2023,kg/ha,102062.4,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,1701,"Beans, dry",2019,ha,971568,I,Imputed value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,1701,"Beans, dry",2019,kg/ha,637.3,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,1701,"Beans, dry",2020,ha,1196438,I,Imputed value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,1701,"Beans, dry",2020,kg/ha,620.4,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,1701,"Beans, dry",2021,ha,1588485,I,Imputed value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,1701,"Beans, dry",2021,kg/ha,600.5,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,1701,"Beans, dry",2022,ha,1375036,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,1701,"Beans, dry",2022,kg/ha,583.9,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,1701,"Beans, dry",2023,ha,1470473,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,1701,"Beans, dry",2023,kg/ha,567.3,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,112,Maize (corn),2019,ha,270755,A,Official figure,
QCL,Crops and livestock products,108,Burundi,5412,Yield,112,Maize (corn),2019,kg/ha,1000.2,A,Official figure,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,112,Maize (corn),2020,ha,344209,I,Imputed value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,112,Maize (corn),2020,kg/ha,1178.5,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,112,Maize (corn),2021,ha,485107,I,Imputed value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,112,Maize (corn),2021,kg/ha,1258.4,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,112,Maize (corn),2022,ha,826299,I,Imputed value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,112,Maize (corn),2022,kg/ha,1277.5,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,112,Maize (corn),2023,ha,462527,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,112,Maize (corn),2023,kg/ha,1266.1,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,113,Rice,2019,ha,142761,I,Imputed value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,113,Rice,2019,kg/ha,1689.6,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,113,Rice,2020,ha,126658,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,113,Rice,2020,kg/ha,1958.8,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,113,Rice,2021,ha,250998,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,113,Rice,2021,kg/ha,1958.8,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,113,Rice,2022,ha,231317,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,113,Rice,2022,kg/ha,1958.8,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,113,Rice,2023,ha,210518,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,113,Rice,2023,kg/ha,1958.8,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,1802,Sugar cane,2019,ha,3140,A,Official figure,
QCL,Crops and livestock products,108,Burundi,5412,Yield,1802,Sugar cane,2019,kg/ha,58254.5,A,Official figure,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,1802,Sugar cane,2020,ha,3282,A,Official figure,
QCL,Crops and livestock products,108,Burundi,5412,Yield,1802,Sugar cane,2020,kg/ha,58181,A,Official figure,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,1802,Sugar cane,2021,ha,3540,A,Official figure,
QCL,Crops and livestock products,108,Burundi,5412,Yield,1802,Sugar cane,2021,kg/ha,44608.2,A,Official figure,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,1802,Sugar cane,2022,ha,3921,I,Imputed value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,1802,Sugar cane,2022,kg/ha,47542.5,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,1802,Sugar cane,2023,ha,4062,I,Imputed value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,1802,Sugar cane,2023,kg/ha,48170.2,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,111,Wheat,2019,ha,7645,A,Official figure,
QCL,Crops and livestock products,108,Burundi,5412,Yield,111,Wheat,2019,kg/ha,640.2,A,Official figure,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,111,Wheat,2020,ha,5703,I,Imputed value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,111,Wheat,2020,kg/ha,715,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,111,Wheat,2021,ha,12857,I,Imputed value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,111,Wheat,2021,kg/ha,722.9,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,111,Wheat,2022,ha,11093,I,Imputed value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,111,Wheat,2022,kg/ha,734,E,Estimated value,
QCL,Crops and livestock products,108,Burundi,5312,Area harvested,111,Wheat,2023,ha,10873,I,Imputed value,
QCL,Crops and livestock products,108,Burundi,5412,Yield,111,Wheat,2023,kg/ha,732.1,E,Estimated value,
QCL,Crops and livestock products,132,Cabo Verde,5312,Area harvested,112,Maize (corn),2019,ha,27581,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5412,Yield,112,Maize (corn),2019,kg/ha,23.2,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5312,Area harvested,112,Maize (corn),2020,ha,27581,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5412,Yield,112,Maize (corn),2020,kg/ha,15.7,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5312,Area harvested,112,Maize (corn),2021,ha,27581,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5412,Yield,112,Maize (corn),2021,kg/ha,16.3,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5312,Area harvested,112,Maize (corn),2022,ha,19340,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5412,Yield,112,Maize (corn),2022,kg/ha,11.5,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5312,Area harvested,112,Maize (corn),2023,ha,20190,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5412,Yield,112,Maize (corn),2023,kg/ha,23,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5312,Area harvested,1802,Sugar cane,2019,ha,3144,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5412,Yield,1802,Sugar cane,2019,kg/ha,7296.4,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5312,Area harvested,1802,Sugar cane,2020,ha,3144,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5412,Yield,1802,Sugar cane,2020,kg/ha,7296.4,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5312,Area harvested,1802,Sugar cane,2021,ha,3114,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5412,Yield,1802,Sugar cane,2021,kg/ha,7353.9,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5312,Area harvested,1802,Sugar cane,2022,ha,3114,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5412,Yield,1802,Sugar cane,2022,kg/ha,7363.5,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5312,Area harvested,1802,Sugar cane,2023,ha,3114,A,Official figure,
QCL,Crops and livestock products,132,Cabo Verde,5412,Yield,1802,Sugar cane,2023,kg/ha,7366.7,A,Official figure,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,1701,"Beans, dry",2019,ha,66798,I,Imputed value,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,1701,"Beans, dry",2019,kg/ha,1191.9,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,1701,"Beans, dry",2020,ha,65638,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,1701,"Beans, dry",2020,kg/ha,1223.8,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,1701,"Beans, dry",2021,ha,68518,I,Imputed value,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,1701,"Beans, dry",2021,kg/ha,1180.9,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,1701,"Beans, dry",2022,ha,68792,I,Imputed value,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,1701,"Beans, dry",2022,kg/ha,1167.1,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,1701,"Beans, dry",2023,ha,67649,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,1701,"Beans, dry",2023,kg/ha,1190.1,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,112,Maize (corn),2019,ha,185500,A,Official figure,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,112,Maize (corn),2019,kg/ha,4824.8,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,112,Maize (corn),2020,ha,170380,I,Imputed value,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,112,Maize (corn),2020,kg/ha,5282.3,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,112,Maize (corn),2021,ha,121624,A,Official figure,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,112,Maize (corn),2021,kg/ha,5747.2,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,112,Maize (corn),2022,ha,196434,A,Official figure,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,112,Maize (corn),2022,kg/ha,5920.6,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,112,Maize (corn),2023,ha,263000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,116,Cambodia,5412,Yield,112,Maize (corn),2023,kg/ha,5627.4,X,Figure from international organizations,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,113,Rice,2019,ha,3264000,A,Official figure,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,113,Rice,2019,kg/ha,3335.1,A,Official figure,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,113,Rice,2020,ha,3269000,A,Official figure,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,113,Rice,2020,kg/ha,3345.4,A,Official figure,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,113,Rice,2021,ha,3498000,A,Official figure,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,113,Rice,2021,kg/ha,3489.7,A,Official figure,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,113,Rice,2022,ha,3303000,A,Official figure,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,113,Rice,2022,kg/ha,3519.2,A,Official figure,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,113,Rice,2023,ha,3600387,I,Imputed value,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,113,Rice,2023,kg/ha,3582.9,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,1802,Sugar cane,2019,ha,17000,A,Official figure,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,1802,Sugar cane,2019,kg/ha,36370.6,A,Official figure,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,1802,Sugar cane,2020,ha,18329,I,Imputed value,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,1802,Sugar cane,2020,kg/ha,36570.1,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,1802,Sugar cane,2021,ha,21354,I,Imputed value,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,1802,Sugar cane,2021,kg/ha,36311.6,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,1802,Sugar cane,2022,ha,20872,I,Imputed value,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,1802,Sugar cane,2022,kg/ha,37362.9,E,Estimated value,
QCL,Crops and livestock products,116,Cambodia,5312,Area harvested,1802,Sugar cane,2023,ha,21058,I,Imputed value,
QCL,Crops and livestock products,116,Cambodia,5412,Yield,1802,Sugar cane,2023,kg/ha,38000,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5312,Area harvested,1701,"Beans, dry",2019,ha,299562,A,Official figure,
